label,document,Angry,Sadness,Fear,Hurt,embarrassed,Happiness,Thankful,Peaceful
3,나는 부모님과 이야기를 하려고 했는데 무시 당했어. 공무원을 하고 싶으면 자기들이 하지 왜 나한테 강요할까.,0,0,0,1,0,0,0,0
1,내가 휠체어를 타는 것이 부끄러운가 봐.,0,1,0,0,0,0,0,0
1,이번 시험에는 준비를 열심히 했는데 등수가 십 등이나 떨어져서 실망했어.,0,1,0,0,0,0,0,0
3,올해 결산에서 회사의 올해 매출 실적이 너무 낮아서 깜짝 놀랐어.,0,0,0,1,0,0,0,0
7,연차도 자유롭고 탕비실도 좋고 성과급에 상여금에. 복지가 많아.,0,0,0,0,0,0,0,1
5,얼른 깨끗하게 집을 청소해야겠어.,0,0,0,0,0,1,0,0
5,취업해서 너무 신이 나!,0,0,0,0,0,1,0,0
7,근데 재활치료를 전념한 결과 아무런 보조 장비 없이 참석했어.,0,0,0,0,0,0,0,1
5,앞으로도 이 건강을 유지해서 맛있는 것 많이 먹어야지.,0,0,0,0,0,1,0,0
4,상사와 관계가 매우 불편했어. 그런데 지금은 후회가 많아.,0,0,0,0,1,0,0,0
5,댄스 교실에서 음악에 맞추어 흥얼거리다 보면 아픔도 사라지고 입꼬리도 올라가.,0,0,0,0,0,1,0,0
1,사업 실패로 스트레스를 받았던 내게 내려진 결과는 간암 말기였어.,0,1,0,0,0,0,0,0
5,동네에서 새로운 친구를 사귀게 되어서 기뻐.,0,0,0,0,0,1,0,0
7,어른이 되었다 생각했는데 여전히 그 사람이구나 싶을 때가 있어.,0,0,0,0,0,0,0,1
5,빠른 시일 내에 여행을 가고 싶어.,0,0,0,0,0,1,0,0
4,회사에서 젊은 사람들을 고용하고 나는 나이가 많아서 그만두라는 통보를 받았어.,0,0,0,0,1,0,0,0
2,역시 바뀌진 않을 거 같으니 업무진행도를 매일 확인하는 것이 가장 좋을 거 같아.,0,0,1,0,0,0,0,0
7,그 남자에게 연락해서 내일 한 번 더 데이트하자고 말해봐야겠어.,0,0,0,0,0,0,0,1
5,내가 없는 데에서도 욕을 하지 않는다고 들어서 나도 신뢰를 표현하고 싶거든.,0,0,0,0,0,1,0,0
5,너무 설레고 신나서 잠이 오지 않을 정도야.,0,0,0,0,0,1,0,0
3,당장 그 사람에게 이별을 통보하고 집을 나와야겠어.,0,0,0,1,0,0,0,0
3,지인이 추천해준 회사인데 지인도 같은 마음일까? 이제는 아무도 못 믿겠어.,0,0,0,1,0,0,0,0
6,그동안 회사 운이 없었는데 열심히 해보고 싶어.,0,0,0,0,0,0,1,0
5,오늘부터 엄마랑 같이 노래를 들어야겠어. 그러면 엄마도 콘서트에서 아는 노래가 있어 즐기실 수 있을 거야.,0,0,0,0,0,1,0,0
3,우리 엄마 아빠는 내가 위가 안 좋은데도 걱정을 전혀 하지 않아. 그래서 너무 서운해.,0,0,0,1,0,0,0,0
0,응. 자식들도 그렇고 아내도 내 편이 아니어서 내가 설 곳이 없는 것 같아.,1,0,0,0,0,0,0,0
7,오늘 아내가 오랜 지병을 완치하여 퇴원하고 오랜만에 걱정 없이 잠을 푹 잤어.,0,0,0,0,0,0,0,1
7,갱년기로 많이 힘들어하던 아내가 지금은 많이 편안해 보여서 참 다행이야!,0,0,0,0,0,0,0,1
1,아내가 떠나서 이제 내가 혼자 가게를 책임져야 하는데 많이 힘이 드네.,0,1,0,0,0,0,0,0
0,오랜만에 주말에 혼자 영화를 보러 갔는데 남편이 계속 전화를 해서 너무 짜증나!,1,0,0,0,0,0,0,0
6,곧 아내 생일인데 선물로 아내가 가지고 싶어 하던 가방을 선물할 거야.,0,0,0,0,0,0,1,0
1,나는 타지에서 와서 주변에 아무도 없거든. 아무도 없다고 생각하니까 눈물이 나네.,0,1,0,0,0,0,0,0
0,기분 좋게 만나야 하는데 만날 때마다 그런 일로 다투고 얼굴을 붉히는 일이 많아졌어. 점점 더 심해지는 거 같아.,1,0,0,0,0,0,0,0
5,몇 년 동안 준비했던 공무원 필기시험에 합격했어. 너무 기뻐,0,0,0,0,0,1,0,0
5,나는 뭐 내 시간이 안 필요해? 온종일 일하고 대화할 시간만 기다렸는데 정말 너무해.,0,0,0,0,0,1,0,0
2,뉴스에 계속 경제가 좋지 않다는 뉴스만 나오는데 나도 앞날이 걱정이네.,0,0,1,0,0,0,0,0
0,나 오늘 수능 실패한 것 같아.,1,0,0,0,0,0,0,0
6,오늘 직장에서 내 재정을 고민하고 있었는데 동료들이 함께 고민해줬어.,0,0,0,0,0,0,1,0
1,응. 그냥 농담을 주고받던 상황이었는데 대뜸 화를 내더라고.,0,1,0,0,0,0,0,0
7,어떻게 공부하면 더 효율적으로 공부할 수 있을지 고민이야.,0,0,0,0,0,0,0,1
2,동료에게 고민 상담을 해봐야겠어.,0,0,1,0,0,0,0,0
2,카드를 도로 뺏어야겠어.,0,0,1,0,0,0,0,0
2,직원이 지각을 너무 자주 해서 한번 이야기해야 할 것 같은데 어떻게 말해야 할지 모르겠어.,0,0,1,0,0,0,0,0
3,남편은 회사 일로 바쁘다고 집안일에 신경을 안 쓰고 아이들은 사춘기인지 대화 자체가 거의 없어.,0,0,0,1,0,0,0,0
4,나도 한때는 누구보다 건강했는데 지금은 아프고 가난해.,0,0,0,0,1,0,0,0
7,내 친구들은 고민을 잘 들어줘.,0,0,0,0,0,0,0,1
4,이렇게 죄책감에 시달리느니 차분히 다른 직장을 알아보아야겠어.,0,0,0,0,1,0,0,0
7,공통된 취미가 있으면 그걸 이야기하다 보니 친해지게 되었어.,0,0,0,0,0,0,0,1
0,직무를 잘 해결하지 못한 것 같아. 매우 열등감이 느껴져.,1,0,0,0,0,0,0,0
3,들어온 돈으로 옆집 김 씨와 소주나 한잔해야겠어.,0,0,0,1,0,0,0,0
4,아이는 생각지도 않고 학원을 무려 다섯 개나 다니게 하다니. 아이에게 인생을 건 아내가 한심해.,0,0,0,0,1,0,0,0
0,그냥 집에 있을 때는 방에만 있으려고 해. 아빠랑 마주치면 무조건 스트레스받는 일이 생겨서.,1,0,0,0,0,0,0,0
4,애들한테 전화로 물어봐야겠다.,0,0,0,0,1,0,0,0
5,친구랑 하루빨리 놀러 가고 싶어. 어딜 가든 즐거울 거야.,0,0,0,0,0,1,0,0
0,아이를 빨리 낳았는데 내가 아직 모자란 것 같아서 아이한테 너무 미안해.,1,0,0,0,0,0,0,0
6,원래 거짓말을 혐오하는 친구라 여태까지 한 적이 없었어. 내 친구가 잘못 본 것 아닐까?,0,0,0,0,0,0,1,0
2,친구가 술만 마시면 우는데 나도 울 것만 같네.,0,0,1,0,0,0,0,0
3,내가 먼저 부모님에게 상세한 일상생활을 이야기해야겠어.,0,0,0,1,0,0,0,0
7,앞으로도 건강관리를 잘 해서 하고 싶은 것들을 많이 하고 싶어.,0,0,0,0,0,0,0,1
7,나이가 있으니 건강 문제는 수시로 챙겨야 해. 건강관리를 잘 해야지.,0,0,0,0,0,0,0,1
2,숙제를 잘못 챙겨 왔나 봐. 가방에 내 노트는 없고 누나 것만 들어 있네.,0,0,1,0,0,0,0,0
6,나는 이것을 언론에 알리고 싶어. 그렇게 해야 우리 노인들도 경각심을 가질 수 있잖아.,0,0,0,0,0,0,1,0
1,노인이 되니 갑자기 치매가 걸린 것 같아서 너무 안타깝다.,0,1,0,0,0,0,0,0
4,친구에 대한 부러운 감정을 인정하고 어떻게 하면 마음의 여유가 생길 수 있는지 물어보고 싶어.,0,0,0,0,1,0,0,0
0,맨날 내가 말만 걸어도 귀찮아 해. 그냥 내가 다 귀찮은가 봐.,1,0,0,0,0,0,0,0
2,걔가 내일도 나 때릴 것 같아.,0,0,1,0,0,0,0,0
2,맞아. 앞으로 어떻게 살아야 할지 막막하고 두려워.,0,0,1,0,0,0,0,0
0,내 질병에 대해 걱정해주는 사람이 없어서 화가 나.,1,0,0,0,0,0,0,0
6,한 번 집으로 초대해서 식사라도 대접하려고.,0,0,0,0,0,0,1,0
6,되는 한 계속 일하고 싶어.,0,0,0,0,0,0,1,0
3,아 너무 힘들다.,0,0,0,1,0,0,0,0
4,자녀들이 반대해서 못 이루었어.,0,0,0,0,1,0,0,0
3,마음이 위축되니 더 실수가 잦아지는 것 같아.,0,0,0,1,0,0,0,0
6,어머니와 꾸준히 가벼운 운동을 하면 좋을 것 같아.,0,0,0,0,0,0,1,0
5,좋은 사람을 만나서 결혼하게 됐어. 나는 결혼 못 할 줄 알았는데.,0,0,0,0,0,1,0,0
3,상사에게 거짓말을 해서 내가 오해를 받았거든.,0,0,0,1,0,0,0,0
0,친구를 불러서 자식들 욕을 실컷 해야겠어.,1,0,0,0,0,0,0,0
1,아 짜증 나! 또 면접에서 떨어졌어.,0,1,0,0,0,0,0,0
3,물어봐야 할 것 같아. 말이라도 한 번 해보는 게 마음이라도 편하겠지.,0,0,0,1,0,0,0,0
5,오늘 축하한다고 얘기해주는 것이 좋을 것 같아!,0,0,0,0,0,1,0,0
3,아내에게 내가 바라는 것을 말해봐야겠지.,0,0,0,1,0,0,0,0
1,잔소리가 하도 심해서 어색함은 물론이고 스트레스가 너무 심해서 힘들어.,0,1,0,0,0,0,0,0
3,돈도 없이 독립해봤자 얼마 못 버틸 것 같은 생각이 들어. 이 상황이 너무 속상하다.,0,0,0,1,0,0,0,0
4,어제 취미 동호회 모임에 처음 참석했는데 조금 마음이 편하지 않았어.,0,0,0,0,1,0,0,0
5,요즘 친구들한테 연락이 많이 와서 기쁜 것 같아.,0,0,0,0,0,1,0,0
4,동생을 병원에 데려가야겠어. 그리고 학대 상담을 받으러 갈래.,0,0,0,0,1,0,0,0
5,전엔 아파서 헤엄치지 못했었는데 이젠 할 수 있는데 여전히 딸은 내 걱정을 해.,0,0,0,0,0,1,0,0
0,아직 물어보지 않았어. 한번 물어봐야겠어.,1,0,0,0,0,0,0,0
2,너무 일찍 결혼하면 내 생활이 없을 것 같아.,0,0,1,0,0,0,0,0
5,나는 아이가 계속 없었는데 이번에 좋은 소식이 있을 것 같아.,0,0,0,0,0,1,0,0
2,엄마가 아빠 때문에 힘들어 하거든? 근데 그걸 보면서 내가 더 힘들어.,0,0,1,0,0,0,0,0
2,내 친구 중에 내가 제일 못사는 것 같아,0,0,1,0,0,0,0,0
1,이제 나이가 들었는지 사람을 만나는 것이 힘드네.,0,1,0,0,0,0,0,0
3,사업 실패 후 매일 같이 술만 먹고 들어오더니 위암으로 죽었어 ,0,0,0,1,0,0,0,0
0,내가 좀 더 말을 잘했으면 좋았을 걸 난 정말 바보야.,1,0,0,0,0,0,0,0
4,상담원으로 일했더니 건강이 안 좋아졌어. 왜 미리 신경 쓰지 못했을까.,0,0,0,0,1,0,0,0
2,내가 당뇨로 인해 자꾸 살이 빠져서 마음이 초조해.,0,0,1,0,0,0,0,0
1,좋은 것도 물려주기 바쁜데 딸한테 너무 미안해.,0,1,0,0,0,0,0,0
6,이런 남자친구는 다시 못 만날 거 같아.,0,0,0,0,0,0,1,0
3,그동안 내가 너무 놀기만 하며 안일하게 살아왔다는 것을 깨닫는 중이야. 너무 후회돼.,0,0,0,1,0,0,0,0
2,그간 마음 맞는 사람이 없어 외로우셨던 모양이야. 자주 찾아뵙고 말벗해드리기로 했어.,0,0,1,0,0,0,0,0
6,남편과 나는 취미도 같고 대화도 잘 되는 편이라 서로 신뢰하는 부분이 많은 것 같아. 그래서 든든하지.,0,0,0,0,0,0,1,0
0,아빠랑 대화를 통해서 정확히 내가 어떤 부분에 화가 났는지 얘기해야겠어.,1,0,0,0,0,0,0,0
4,내가 친구들에 비해서 못나 보일까 봐 얘기하지 않았어. 친구들은 열심히 꾸미거든.,0,0,0,0,1,0,0,0
7,신발을 잃어버리지 않게 끈을 꽉 묶어야겠어.,0,0,0,0,0,0,0,1
7,보답한 적이 없는 것 같아. 오늘 엄마 마트 가실 때 짐을 들어 드려야겠어.,0,0,0,0,0,0,0,1
5,언니가 요리를 할 때 옆에서 지켜보고 영상을 찍어 돌려보면서 배우는 게 가장 좋은 방법인 것 같아.,0,0,0,0,0,1,0,0
3,태어나서부터 걷지 못한다는 게 얼마나 힘든 일인지 모를 거야. 난 희망이 없어.,0,0,0,1,0,0,0,0
0,이럴 때는 어떻게 내 감정을 추슬러야 할지 모르겠어.,1,0,0,0,0,0,0,0
0,불안을 가라앉히기 위해서는 확신이 필요하겠지. 현재 내가 할 수 있는 걸 열심히 해야겠어.,1,0,0,0,0,0,0,0
4,여러 방면에서 돈을 구해봐야겠어. 모아놓은 돈이 조금 있으니 그거라도 보태든가 해야지.,0,0,0,0,1,0,0,0
2,병 자체는 나을 수 있다는데 돈이 너무 많이 들어. 내가 감당할 수 있을지 모르겠어.,0,0,1,0,0,0,0,0
3,남편이 나보다 학력이 낮아서 그런지 무시하게 되나봐. 부정적인 생각을 안 하고 싶어.,0,0,0,1,0,0,0,0
7,부동산은 제때 현금화하기 어려운데 미리 해두기로 한 판단이 옳았던 것 같아.,0,0,0,0,0,0,0,1
4,아마도 라인을 잘 타서 나만 빠진 거겠지. 치사하고 더러운 곳 같으니.,0,0,0,0,1,0,0,0
5,이제 남자친구와 차근차근 계획을 잡아봐야겠지?,0,0,0,0,0,1,0,0
4,친구 중에 내가 제일 연봉도 낮고 모아둔 재산도 없어. 이럴 줄 알았으면 저축해놓는 건데.,0,0,0,0,1,0,0,0
5,맞아요. 학교에서 만난 친구인데 그 친구와 있으면 정말 마음이 편해지는 것 같아요.,0,0,0,0,0,1,0,0
4,요새 들어 큰아들 부부가 자꾸 싸워. 나 때문인 거 같아.,0,0,0,0,1,0,0,0
0,내 동료는 너무 이기적이야.,1,0,0,0,0,0,0,0
2,대화를 많이 하고 서로를 이해해야겠지.,0,0,1,0,0,0,0,0
3,당장은 힘들겠지만 고용센터나 워크넷 등에 일자리를 찾는 일을 시작해봐야지.,0,0,0,1,0,0,0,0
6,삼 년은 금방 지나가지. 그래도 부담 없는 금액으로 천만 원을 모을 수 있으니 얼마나 좋아.,0,0,0,0,0,0,1,0
5,딱히 떠오르는 일은 없는데 직원들이 작은 실수를 하게 되면 잠깐은 옛날이 생각나서 웃게 되지.,0,0,0,0,0,1,0,0
3,응. 내가 만나고 연락하는 모든 남자를 다 싫어해. 나도 사회생활을 해야 하는데.,0,0,0,1,0,0,0,0
1,지금까지 가족을 위해서 일만 한 결과가 치매라니 너무 슬퍼.,0,1,0,0,0,0,0,0
2,나이가 드니 요즘엔 집안일도 귀찮고 힘들어.,0,0,1,0,0,0,0,0
5,어려서부터 먹던 익숙한 음식을 먹으니까 편안한 기분이 들어.,0,0,0,0,0,1,0,0
4,이런 내가 어떻게 결혼을 꿈꿀 수 있을까?,0,0,0,0,1,0,0,0
5,지금까지 공부를 열심히 해도 이 점수를 받기는 힘들었는데 이번에는 운이 좋았나 봐.,0,0,0,0,0,1,0,0
0,자기들은 나이 안 먹나. 화가 나네 정말.,1,0,0,0,0,0,0,0
0,왜 자꾸 취업이 안 되는 걸까. 내가 능력이 남들보다 너무 부족한가 봐. 정말 싫어.,1,0,0,0,0,0,0,0
6,감사한 마음을 담은 편지를 쓸 거야.,0,0,0,0,0,0,1,0
4,어느 날 갑자기 중풍 환자가 되었어.,0,0,0,0,1,0,0,0
1,무엇을 할 때마다 엄마 눈치를 봐. 너무 싫어서 눈물이 날 정도야.,0,1,0,0,0,0,0,0
1,부모님께 몇 번 얘기해 봤는데 듣기만 하시고 아무것도 달라지는 게 없어서 힘들어.,0,1,0,0,0,0,0,0
4,출근 복장 때문에 자꾸 남의 시선을 의식하게 되네.,0,0,0,0,1,0,0,0
7,나 오늘 굉장히 기분이 좋아.,0,0,0,0,0,0,0,1
7,선물도 할 생각이야.,0,0,0,0,0,0,0,1
2,시누이랑 얘기를 나눠봐야지. 시누이와 동갑이라 사이도 좋고 의지를 많이 하거든.,0,0,1,0,0,0,0,0
0,친구들에게 솔직한 상태를 전달하고 같이 점차 좋아질 방법을 찾아봐야겠어.,1,0,0,0,0,0,0,0
6,딸이 보낸 영양제 덕분에 훨씬 건강해진 느낌이야!,0,0,0,0,0,0,1,0
6,나도 남일 텐데 자신의 일처럼 세심하게 신경 써주셔.,0,0,0,0,0,0,1,0
2,일단 다른 선물을 준비해서 가져가고 나중에라도 제대로 된 선물을 줘야겠어.,0,0,1,0,0,0,0,0
4,모르겠어. 그냥 시간을 되돌리고 싶어.,0,0,0,0,1,0,0,0
7,방학 때 예습을 했더니 근래 고등학교 수업이 쉽게 느껴져. 수업 듣기 정말 편하다.,0,0,0,0,0,0,0,1
0,그렇지 그런데 그 친구를 내가 추천해서 가입을 시켰으니 회원들에게 많이 미안하지.,1,0,0,0,0,0,0,0
2,맞아. 운동은 해서 뭐하나 생각이 들어.,0,0,1,0,0,0,0,0
2,요즘 아무것도 손에 안 잡혀. 일도 하기 싫고 스트레스 때문에 몸도 많이 안 좋아졌어.,0,0,1,0,0,0,0,0
5,게이트볼을 하게 됐는데 재미있는 취미를 새로 갖게 돼서 요새 아주 즐거워.,0,0,0,0,0,1,0,0
0,돌아가신 할머니가 사준 거라 세상 하나뿐인 자전거야.,1,0,0,0,0,0,0,0
6,딸이 크니까 의지를 할 수 있어서 마음이 든든해. 딸한테 고마워.,0,0,0,0,0,0,1,0
5,내가 당당하게 말하니까 이제부턴 그러지 않겠다고 반친구들 있는데서 약속했어.,0,0,0,0,0,1,0,0
7,싸웠던 친구와 화해를 했어.,0,0,0,0,0,0,0,1
3,요즘 부부간에 대화가 없어서 답답해.,0,0,0,1,0,0,0,0
7,대표님께서 좋아하시는 와인을 사드려야겠어.,0,0,0,0,0,0,0,1
5,고마워. 실감이 별로 안 나. 가족들에게 알려야겠어.,0,0,0,0,0,1,0,0
3,자식들 교육시키기 위해 온갖 고생을 하신 어머니가 유방암에 걸리셨어.,0,0,0,1,0,0,0,0
1,남편부터 자식까지 매일매일 뒷바라지하느라 내 삶은 없어. 혼자 있을 때마다 슬퍼.,0,1,0,0,0,0,0,0
7,할머니를 만나러 병원에 가야겠어.,0,0,0,0,0,0,0,1
5,나이는 숫자라고 하잖아. 나는 특별히 아픈 데 없고 여기저기 잘 다니거든.,0,0,0,0,0,1,0,0
7,금일 학교 폭력에 대한 교육을 받았어.,0,0,0,0,0,0,0,1
4,새파랗게 어린놈들이 앉아있으니 당황 안 할 수가 있나. 별말 없이 오긴 왔지만 다리가 후들거려.,0,0,0,0,1,0,0,0
4,적절하게 대응한 거 같아.,0,0,0,0,1,0,0,0
1,아내와 이 상황에 대해서 차근차근 대화를 해봐야겠어.,0,1,0,0,0,0,0,0
5,아무리 늦어도 십오 년 뒤에는 은퇴할 것 같아.,0,0,0,0,0,1,0,0
6,친구는 동생이랑 자주 다툰다고 하던데 내 동생은 말 잘 듣고 얌전해서 정말 고마워.,0,0,0,0,0,0,1,0
3,직장 상사가 매번 큰소리로 화를 내 신경 쓰여. 나에게 화를 내는 것은 아니지만 불편하거든.,0,0,0,1,0,0,0,0
0,나 오늘 직장에서 너무 스트레스받았어.,1,0,0,0,0,0,0,0
4,친구들에게 물어봐서 얼른 계획을 세워야겠어.,0,0,0,0,1,0,0,0
0,가기 싫은데 어쩔 수 없이 가야 하네.,1,0,0,0,0,0,0,0
3,남편이 이제는 대소변도 잘 못 가려서 너무너무 힘들고 속상해. 어제는 그 옷 세탁하는데 눈물이 줄줄 흐르더라고.,0,0,0,1,0,0,0,0
5,내 동생이지만 정말 너무 자랑스러워!,0,0,0,0,0,1,0,0
4,엄마는 치매에 걸리시고 아이들도 돌봐야 하는데 너무 힘들어.,0,0,0,0,1,0,0,0
0,우리나라 기업들은 학벌주의가 심해서 열이 받아.,1,0,0,0,0,0,0,0
2,요즘 죽음에 대해 많이 생각해.,0,0,1,0,0,0,0,0
4,그림이나 뜨개질 같은 쉬운 취미 생활을 해볼까?,0,0,0,0,1,0,0,0
7,곧 퇴직금이 나오거든. 잘됐지?,0,0,0,0,0,0,0,1
1,친구들이 날 따돌리는 것 같아서 슬퍼.,0,1,0,0,0,0,0,0
4,평소 가지고 있던 만성질환이 심해져서 건강이 안 좋아졌어. 진작 관리를 못 한 게 후회가 되네.,0,0,0,0,1,0,0,0
1,맞아. 집이 가난해서 어쩔 수 없이 다른 대학을 가야 하는 현실이 너무 속상해.,0,1,0,0,0,0,0,0
3,예를 들면 어릴 적에. 내가 먹지 않았는데 먹었다고 의심받을 때.,0,0,0,1,0,0,0,0
3,짝사랑하는 남자가 날 무시하고 버린 것 같아.,0,0,0,1,0,0,0,0
0,엄마가 자기 탓하지 말고 노력 좀 하래. 맨날 싸워.,1,0,0,0,0,0,0,0
0,엄마가 시도 때도 없이 나를 찾으시잖아. 회사에서 뭐 해오라고 할 때마다 나한테 해달래.,1,0,0,0,0,0,0,0
6,오늘 건강 검진 결과가 나왔는데 모든 수치가 정상이래.,0,0,0,0,0,0,1,0
4,일찍 정해야 후회를 하지 않을텐데 놀지 말고 공부를 해야 하는데 한심해보여.,0,0,0,0,1,0,0,0
4,오늘 우연히 그녀를 봤는데 또 남자가 바뀌어서 당황하고 놀랐어.,0,0,0,0,1,0,0,0
2,사무실 환경을 내가 조절할 수 없다는 거에 스트레스를 많이 받는 성격이라 힘들다.,0,0,1,0,0,0,0,0
5,내 친구가 있으니 같이 담배를 끊을 수 있다고 확신해.,0,0,0,0,0,1,0,0
0,단단히 혼쭐을 내야지 어쩌겠어.,1,0,0,0,0,0,0,0
3,지금 사는 집부터 걱정이야. 주인이 당장 나가라고 하는데 나 같이 돈 없는 사람이 갈 데가 어디 있을까?,0,0,0,1,0,0,0,0
4,다행히도 내가 신입사원이라 팀장님께서 웃으면서 그럴 수 있다고 다음에 조심하라고 하셨어.,0,0,0,0,1,0,0,0
7,이제 마음 편히 밤에 잘 수 있겠어.,0,0,0,0,0,0,0,1
3,나는 결혼하면 안정적일 거라고 생각했는데 그렇지 않아서 실패한 기분이 들어.,0,0,0,1,0,0,0,0
6,며느리 없었으면 어쩔 뻔 했어.,0,0,0,0,0,0,1,0
0,요즘 부모님과 대화를 하면 계속 싸우고 부모님을 피하게 돼.,1,0,0,0,0,0,0,0
7,그래그래. 너무 바쁘게 살고 싶지 않아.,0,0,0,0,0,0,0,1
6,남편한테 고맙다고 전하고 싶어.,0,0,0,0,0,0,1,0
1,항상 열심히 산다고 생각했는데 이렇게 지치게 되면 눈물만 나와.,0,1,0,0,0,0,0,0
2,친구와 독서 모임을 같이 다니는데 친구가 영 재미없어하네.,0,0,1,0,0,0,0,0
1,일단 아내 마음이 상하지 않게 충분히 대화를 해봐야겠어.,0,1,0,0,0,0,0,0
5,우리 딸은 나와 달리 맨날 차갑게만 마셔서 걱정이야.,0,0,0,0,0,1,0,0
4,결혼 후에 같이 살아보니 도저히 결혼생활이 힘들 것 같으면 또 다른 선택을 할 수 있지 않은가?,0,0,0,0,1,0,0,0
5,아이 태어나면 내가 대모 해주고 싶고 그냥 다 잘해주고 싶고 막 그래.,0,0,0,0,0,1,0,0
4,내 손자가 내 친구 손자랑 사귄다는 말을 들었을 때 얼마나 놀랐는지.,0,0,0,0,1,0,0,0
5,라디오에서 내 사연을 들은 지인에게 연락이 왔어.,0,0,0,0,0,1,0,0
3,힘들겠지만 열심히 살아가야지.,0,0,0,1,0,0,0,0
0,그저 바쁘게 살다 보니 어느덧 노년에 접어들어 이제야 자신의 모습을 돌아보게 되는군.,1,0,0,0,0,0,0,0
0,직장동료가 내 말을 계속 무시해서 오늘 나도 무시해봤어. 매번 너무 화가 났어.,1,0,0,0,0,0,0,0
2,내가 뭘 잘 하는지 모르겠어.,0,0,1,0,0,0,0,0
5,질환 때문에 치료비가 항상 부족했는데 그걸 이번 주식으로 다 갚게 되어서 아주 좋아.,0,0,0,0,0,1,0,0
3,오늘 내 생일 파티에 친구들을 초대했는데 아무도 오지 않았어.,0,0,0,1,0,0,0,0
1,지금도 이런데 나중에 내가 좋은 곳에 취직을 할 수 있을지 너무 상처 되고 자괴감 들어.,0,1,0,0,0,0,0,0
0,나보다 성적이 높아 늘 신경 쓰였던 친구가 크게 다쳤다고 들었는데 순간 기뻤어. 이런 내게 화가 나.,1,0,0,0,0,0,0,0
7,탕비실도 좋고 성과급도 많이 나와서 회사가 정말 만족스러워.,0,0,0,0,0,0,0,1
4,앞집 고 씨가 노인인데도 건강하고 기억력이 좋아서 티브이에 출연했다고 하니 부러워.,0,0,0,0,1,0,0,0
2,따돌림 당하고 있는 친구에게 가까이가고 싶은데 걱정돼.,0,0,1,0,0,0,0,0
5,어디로 갈지 궁금해. 뭘 준비해야 하지?,0,0,0,0,0,1,0,0
0,건강이 안 좋아져서 일상생활에 제약이 많이 생긴 나를 볼 때마다 내가 싫어.,1,0,0,0,0,0,0,0
2,난 따돌림을 받는데 홀로 밥먹으면서 눈치보는게 스트레스받아.,0,0,1,0,0,0,0,0
0,정신적으로 병을 얻어 사람 구실을 못 하게 되니 가정생활도 사회생활도 제대로 할 수 없게 되어버렸어.,1,0,0,0,0,0,0,0
5,이제는 주변 눈치 보지 않고 나를 위해 살아야지. 하고 싶었던 것들을 맘껏 해보려고.,0,0,0,0,0,1,0,0
6,아직 결과 안 나온 회사가 더 가고 싶었던 회사라 합격했으면 좋겠어.,0,0,0,0,0,0,1,0
1,병원 주방에 취업했는데 무릎 관절이 안 좋아서 일주일 만에 해고당했어. 정말 슬퍼.,0,1,0,0,0,0,0,0
7,숫자상 다른 팀과 실적 차이가 월등히 나서 기분이 좋아.,0,0,0,0,0,0,0,1
6,어렸을 때부터 친하기도 했고 서로 믿고 있는 사이라서 그래.,0,0,0,0,0,0,1,0
0,나를 따돌리는 친구들이 진정한 친구들일까?,1,0,0,0,0,0,0,0
5,다른 선배들은 안 좋은 사람들도 있다던데 내 사수는 너무 친절하고 좋은 분이신 것 같아.,0,0,0,0,0,1,0,0
0,다른 친구 모두 나와 비슷하게 생각하고 있어. 그렇다고 누군가를 소외시키는 것은 나 스스로 하기 싫어.,1,0,0,0,0,0,0,0
2,친구랑 만날 때 이런 내 생각이 들킬까 봐 항상 긴장돼.,0,0,1,0,0,0,0,0
7,팀원들이 다들 고생했으니 함께 좋은 자리를 만들어 봐야겠어.,0,0,0,0,0,0,0,1
7,상사가 점심 회식을 마련해 준 덕분에 동료들이랑 대화하면서 즐겁게 식사했어.,0,0,0,0,0,0,0,1
0,아이는 언제 낳을 건지 지금 낳아도 노산이라고 빨리 계속 옆에서 불쾌한 이야기를 하는 거야.,1,0,0,0,0,0,0,0
5,선물하나 사드리려고 해.,0,0,0,0,0,1,0,0
5,모처럼 팀장님이 팀원들에게 소고기를 사주신다네.,0,0,0,0,0,1,0,0
7,다행히도 부모님들이 많이 양보해 주셔서 계속 학교는 다니게 됐어.,0,0,0,0,0,0,0,1
7,응. 고개를 숙이고 엄청 달려서 집에 가곤 했어.,0,0,0,0,0,0,0,1
5,좋은 친구를 만났어. 같이 있으면 편안한 기분이 들어.,0,0,0,0,0,1,0,0
3,내가 일하는 걸 상사가 안 좋아해서 고립감을 느껴.,0,0,0,1,0,0,0,0
0,내가 암에 걸렸을 수도 있대. 지금 조직 검사 결과 기다리는 중이야.,1,0,0,0,0,0,0,0
4,부모님과 좋은 관계를 유지하고 공부도 책임 있게 해야 하는데 어떻게 해야 할지 모르겠어.,0,0,0,0,1,0,0,0
2,나도 이제 곧 퇴직인데 내 미래는 어떻게 될지 막막하네.,0,0,1,0,0,0,0,0
6,평소에 책을 열심히 읽으면 나한테 큰 도움이 될 거라고 믿어.,0,0,0,0,0,0,1,0
6,응. 자기소개서부터 면접 준비까지 먼저 취직한 선배한테 도움받으니까 정말 좋더라.,0,0,0,0,0,0,1,0
4,신기하게도 요즘은 특별히 아픈 데가 없더라도 누군가가 내 걱정을 해줬으면 좋겠어.,0,0,0,0,1,0,0,0
